comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location
A subject took merchandise from the off-campus store without paying / A UCPD officer located and arrested the suspect,Arrest,Theft,1346 E. 53rd St. (Target),5/29/25 3:39 PM,,2025-05-29 15:39:00-05:00,2025-05-29,Spring,25-00639,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
2019 Hyundai Sonata parked on the street off-campus was taken by unknown person(s) / Referred to CPD,Referred,Information / Motor Vehicle Theft,5445 S. Woodlawn Ave. (Public Way),5/28/25 to 5/29/25 7:00 PM to 10:30 AM,,2025-05-29 14:34:00-05:00,2025-05-29,Spring,2025-023319,"5445 S Woodlawn Ave, Chicago, Il, 60615",[ 41.79627178 -87.59649483]
A wallet was found and turned over to UCPD for safekeeping,Closed,Found Property,5700 S. Dorchester Ave. (Public Way),5/29/25 1:23 PM,,2025-05-29 13:23:00-05:00,2025-05-29,Spring,25-00638,"5700 S Dorchester Ave, Chicago, Il, 60637",[ 41.79144283 -87.59166971]
"An unattended, unsecured purse taken",Open,Theft,5758 S. Maryland Ave. (DCAM Cafeteria),5/29/25 11:40 AM to 11:45 AM,,2025-05-29 12:01:00-05:00,2025-05-29,Spring,25-00637,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186]
Unknown suspect(s) took catalytic converter from the victim's car while parked on the street off-campus / Referred to CPD,Referred,Information / Theft from Motor Vehicle,5804 S. Harper Ave. (Public Way),5/28/25 4:40 AM,,2025-05-29 09:31:00-05:00,2025-05-29,Spring,2025-023300,"5804 S Harper Ave, Chicago, Il, 60637",[ 41.78961146 -87.58906115]
A vehicle struck another vehicle in the rear / Motorist fled the scene,Open,Traffic Crash / Property Damage / Hit and Run,5118 S. Lake Park Ave. (Public Way),5/28/25 7:20 PM,,2025-05-28 20:10:00-05:00,2025-05-28,Spring,25-00636,"5118 S Lake Park Ave, Chicago, Il, 60615",[ 41.8021608  -87.58785006]
An unknown suspect in a white vehicle discharged a weapon off-campus / Gunfire damaged a parked vehicle / No injuries reported / CPD case JJ272415,CPD,Information / Reckless Discharge of a Firearm / Damage to Property,5130 S. Lake Park Ave. (Public Way),5/28/25 4:03 PM,,2025-05-28 16:03:00-05:00,2025-05-28,Spring,2025-023196,"5130 S Lake Park Ave, Chicago, Il, 60615",[ 41.80199921 -87.58780218]
An unknown subject was seen taking a package from the porch of an off-campus residence / Referred to CPD,Referred,Information / Theft,S. Dorchester Ave. between E. 54th St. and E. 55th St.,5/28/25 2:55 PM,,2025-05-28 15:19:00-05:00,2025-05-28,Spring,2025-023190,"5420 South Dorchester Avenue, Chicago, Il 60615-5309",[ 41.7973734 -87.591986 ]
A subject took merchandise from the off-campus store without paying / UCPD officers located and arrested the suspect,Arrest,Theft,5228 S. Lake Park Ave. (Ulta),5/28/25 11:55 AM,,2025-05-28 11:59:00-05:00,2025-05-28,Spring,25-00635,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
Victim physically assaulted by brother off-campus / Referred to CPD,Referred,Information / Domestic Battery,6211 S. Woodlawn Ave. (Public Way),5/26/25 time unknown,,2025-05-28 10:44:00-05:00,2025-05-28,Spring,2025-023168,"6211 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78216055 -87.59616595]
UCPD officers located and detained a subject wanted by CPD for battery at the off-campus store / CPD case JJ271482,CPD,Assist Other Agency,1228 E. 53rd St. (CVS),5/27/25 9:08 PM,,2025-05-27 21:08:00-05:00,2025-05-27,Spring,25-00633,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,5228 S. Lake Park Ave. (Ulta),5/27/25 6:30 PM,,2025-05-27 18:37:00-05:00,2025-05-27,Spring,2025-023032,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
A person was transported to UCMED for evaluation,Closed,Medical Transport,840 E. 59th St. (Goldblatt),5/27/25 5:30 PM,,2025-05-27 17:30:00-05:00,2025-05-27,Spring,25-00632,"840 E 59th St, Chicago, Il, 60637",[ 41.78776946 -87.60468652]
A secured electric bicycle taken from bike rack,Open,Theft,1101 E. 58th St. (Rosenwald Bike Rack),5/27/25 11:45 AM to 12:45 PM,,2025-05-27 12:52:00-05:00,2025-05-27,Spring,25-00631,"1101 E 58th St, Chicago, Il, 60637",[ 41.78954126 -87.59843594]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,5228 S. Lake Park Ave. (Ulta),5/27/25 11:50 AM,,2025-05-27 11:53:00-05:00,2025-05-27,Spring,2025-022992,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
Faulty valve triggered fire sprinkler system,Closed,Information,929 E. 57th St. (Gordon Center),5/27/25 3:50 AM,,2025-05-27 03:50:00-05:00,2025-05-27,Spring,25-00630,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ]
Pry marks found on front door of off-campus residence / Referred to CPD,Referred,Information / Damage to Property,S. Dorchester Ave. between E. 61st St. and E. 62nd St.,5/26/25 4:02 PM,,2025-05-26 16:02:00-05:00,2025-05-26,Spring,2025-022816,"6120 South Dorchester Avenue, Chicago, Il 60637-2811",[ 41.78354  -87.591866]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),5/26/25 12:40 PM,,2025-05-26 12:40:00-05:00,2025-05-26,Spring,2025-022795,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),5/26/25 11:40 AM,,2025-05-26 11:44:00-05:00,2025-05-26,Spring,2025-022785,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),5/26/25 7:25 AM,,2025-05-26 07:30:00-05:00,2025-05-26,Spring,2025-022761,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
A rideshare driver found eyeglasses in vehicle and turned them over to UCPD for safekeeping,Closed,Found Property,850 E. 61st St. (UCPD HQ),5/26/25 4:40 AM,,2025-05-26 04:40:00-05:00,2025-05-26,Spring,25-00629,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A UCPD officer arrested a motorist for DUI,Arrest,DUI,1380 E. 55th St. (Public Way),5/26/25 1:52 AM,,2025-05-26 01:52:00-05:00,2025-05-26,Spring,25-00628,"1380 E 55th St, Chicago, Il, 60615",[ 41.79522127 -87.59274566]
An ID card was found and turned over to UCPD for safekeeping,Closed,Found Property,5730 S. Drexel Ave. (Public Way),5/25/25 10:41 AM,,2025-05-25 10:41:00-05:00,2025-05-25,Spring,25-00626,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506]
An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS,Referred,Liquor Law Violation,1156 E. 61st St. (S. Woodlawn Ave. RC),5/25/25 2:51 AM,,2025-05-25 02:51:00-05:00,2025-05-25,Spring,25-00625,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
UCPD officer stopped a vehicle that had been reported stolen to CPD / Vehicle erroneously reported stolen by owner,Closed,Motor Vehicle Recovery,5900 S. Stony Island Ave. (Public Way),5/25/25 1:00 AM,,2025-05-25 01:00:00-05:00,2025-05-25,Spring,25-00624,"5900 S Stony Island Ave, Chicago, Il, 60637",[ 41.78633061 -87.58667573]
An unknown subject entered victim's yard off-campus and took a shovel / Referred to CPD,Referred,Information / Theft,S. Drexel Ave. between E. 54th St. and E. 55th St.,5/24/25 6:50 PM,,2025-05-24 18:56:00-05:00,2025-05-24,Spring,2025-022523,"5420 South Drexel Avenue, Chicago, Il 60615-4910",[ 41.7961182 -87.6040967]
An unknown suspect took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),5/24/25 6:18 PM,,2025-05-24 18:23:00-05:00,2025-05-24,Spring,2025-022522,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
An unknown suspect took victim's Infiniti / CPD case JJ267421,CPD,Information / Motor Vehicle Theft,5710 S. Cottage Grove Ave. (Public Way),5/24/25 2:20 PM,,2025-05-24 15:25:00-05:00,2025-05-24,Spring,2025-022501,"5710 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.79099181 -87.6062245 ]
A suspect battered multiple family members and was arrested by CPD officers / CPD case,CPD,Information / Domestic Battery,S. Kenwood Ave. between E. 61st St. and E. 62nd St.,5/24/25 12:51 PM,,2025-05-24 12:50:00-05:00,2025-05-24,Spring,2025-022488,"6120 South Kenwood Avenue, Chicago, Il 60637",[ 41.783484  -87.5935441]
Rideshare driver turned over umbrella to UCPD for safekeeping,Closed,Found Property,850 E. 61st St. (UCPD HQ),5/24/25 1:13 AM,,2025-05-24 01:16:00-05:00,2025-05-24,Spring,25-00621,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,5553 S. Kenwood Ave.,5/23/25 11:59 PM,,2025-05-24 00:01:00-05:00,2025-05-24,Spring,25-00620,"5553 S Kenwood Ave, Chicago, Il, 60637",[ 41.79406415 -87.59320022]
Subsequent to a traffic crash UCPD officer arrested motorist for DUI,Arrest,DUI,800 E. 57th St. (Public Way),5/23/25 10:47 PM,,2025-05-23 22:47:00-05:00,2025-05-23,Spring,25-00619,"800 E 57th St, Chicago, Il, 60637",[ 41.7913904  -87.60609531]
Two subjects attacked a person / Victim fired a handgun striking one suspect in the arm / CPD case JJ266708,CPD,Information / Aggravated Battery,4700 S. Lake Park Ave. (Apartment Building),5/23/25 9:10 PM,,2025-05-23 21:18:00-05:00,2025-05-23,Spring,2025-022408,"4700 S Lake Park Ave, Chicago, Il, 60615",[ 41.80960939 -87.59243994]
Unknown person fell and hit their head / Victim declined medical attention and left the scene before police arrived,Closed,Information,5706 S. University Ave. (Reynolds Club),5/23/25 7:13 PM,,2025-05-23 19:15:00-05:00,2025-05-23,Spring,25-00618,"5706 S University Ave, Chicago, Il, 60637",[ 41.79131921 -87.59814845]
Person struck by paintball from a passing vehicle off-campus / Referred to CPD,CPD,Information / Battery,5400 S. University Ave. (Public Way),5/23/25 5:33 PM,,2025-05-23 17:55:00-05:00,2025-05-23,Spring,2025-022387,"5400 S University Ave, Chicago, Il, 60615",[ 41.79791358 -87.59822137]
Unsecured bicycle taken from bike rack,Open,Theft,1020 E. 58th St. (Kent Lab Bike Rack),5/22/25 10:00 AM to 7:30 PM,,2025-05-23 17:39:00-05:00,2025-05-23,Spring,25-00617,"1020 E 58th St, Chicago, Il, 60637",[ 41.78965046 -87.59902796]
Person struck by paintball from passing vehicle off-campus / CPD case,CPD,Information / Battery,5300 S. University Ave. (Public Way),5/23/25 5:33 PM,,2025-05-23 17:35:00-05:00,2025-05-23,Spring,2025-022385,"5300 S University Ave, Chicago, Il, 60615",[ 41.79938058 -87.59825287]
Unknown suspect fired paint balls striking victim walking on the sidewalk off-campus / Referred to CPD,Referred,Information / Battery,5400 S. Woodlawn Ave. (Public Way),5/23/25 5:25 PM,,2025-05-23 17:28:00-05:00,2025-05-23,Spring,2025-022384,"5400 S Woodlawn Ave, Chicago, Il, 60615",[ 41.79793158 -87.59668687]
Person struck by paintball from passing vehicle off-campus / Referred to CPD,Referred,Information / Battery,5400 S. Kimbark Ave. (Public Way),5/23/25 5:25 PM,,2025-05-23 17:27:00-05:00,2025-05-23,Spring,2025-022383,"5400 S Kimbark Ave, Chicago, Il, 60615",[ 41.79795014 -87.59506765]
A subject took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1200 E. 53rd St. (Pearl Vision),5/23/25 11:00 AM,,2025-05-23 16:56:00-05:00,2025-05-23,Spring,25-00616,"1200 E 53rd St, Chicago, Il, 60615",[ 41.79951445 -87.59656641]
2019 Honda taken by unknown person(s) / Referred to CPD,Referred,Information / Motor Vehicle Theft,5600 S. Cottage Grove Ave. (Public Way),5/23/25 12:30 PM to 2:30 PM,,2025-05-23 16:21:00-05:00,2025-05-23,Spring,2025-022378,"5600 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.79309986 -87.60626462]
Unknown person(s) damaged vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Criminal Damage to Vehicle,1229 E. 50th St. (Public Way),5/23/25 12:30 AM to 3:00 PM,,2025-05-23 15:43:00-05:00,2025-05-23,Spring,2025-022375,"1229 E 50th St, Chicago, Il, 60615",[ 41.80413386 -87.5955919 ]
A subject took merchandise from the off-campus store without paying / UCPD located and arrested the suspect,Arrest,Theft,1554 E. 55th St. (Walgreens),5/23/25 12:44 PM,,2025-05-23 12:45:00-05:00,2025-05-23,Spring,25-00614,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A person cut their hand during a fencing match / Person transported to UCMED by CFD EMS,Closed,Accidental Injury,5550 S. University Ave. (Crown Field House),5/22/25 6:49 PM,,2025-05-22 18:50:00-05:00,2025-05-22,Spring,25-00612,"5550 S University Ave, Chicago, Il, 60637",[ 41.7941332  -87.59821807]
A motorist struck a person directing traffic and drove off / Medical treatment declined by victim,Open,Traffic Crash / Minor Personal Injury / Hit and Run,5758 S. Maryland Ave. (Public Way),5/22/25 1:50 PM,,2025-05-22 14:02:00-05:00,2025-05-22,Spring,25-00611,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186]
A UCPD officer recovered an unoccupied motor vehicle that had been reported stolen to CPD,Closed,Motor Vehicle Recovery,4904 S. Lake Park Ave. (Public Way),5/22/25 2:58 AM,,2025-05-22 02:58:00-05:00,2025-05-22,Spring,25-00610,"4904 S Lake Park Ave, Chicago, Il, 60615",[ 41.80554104 -87.58918051]
A motorist was arrested for driving with a revoked driver's license,Arrest,Traffic Violation Arrest,1434 E. Hyde Park Blvd. (Public Way),5/21/25 11:14 PM,,2025-05-21 23:14:00-05:00,2025-05-21,Spring,25-00609,"1434 E Hyde Park Blvd, Chicago, Il, 60615",[ 41.80249345 -87.59042841]
"A person delivering pizzas off-campus was robbed by 5 unknown suspects, one armed with a handgun / CPD case JJ264269",CPD,Information / Armed Robbery,1528 E. 62nd St. (Public Way),5/21/25 9:10 PM,,2025-05-21 21:50:00-05:00,2025-05-21,Spring,2025-022014,"1528 E 62nd St, Chicago, Il, 60637",[ 41.78295158 -87.58835229]
Criminal trespass to land documented,Open,Trespass to Property,E. Madison Park between S. Woodlawn Ave. and S. Dorchester Ave.,5/21/25 7:10 AM,,2025-05-21 07:56:00-05:00,2025-05-21,Spring,25-00615,"1319 E Madison Park, Chicago, Il 60615",[ 41.8028744 -87.5941601]
An unknown suspect grabbed cash from the hand of a cashier and fled the store / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),5/20/25 6:15 PM,,2025-05-20 18:37:00-05:00,2025-05-20,Spring,2025-021745,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A person was informed they were the subject of an Order of Protection issued by the Circuit Court of Cook County,Closed,Notification of Order of Protection,5721 S. Maryland Ave. (Comer Hospital),5/20/25 3:51 PM,,2025-05-20 15:51:00-05:00,2025-05-20,Spring,25-00608,"5721 S Maryland Ave, Chicago, Il, 60637",[ 41.79028249 -87.60486169]
Apple AirPods taken from a desk,Open,Theft,1111 E. 60th St. (Law School),5/19/25 to 5/20/25 6:00 PM to 7:50 AM,,2025-05-20 14:26:00-05:00,2025-05-20,Spring,25-00607,"1111 E 60th St, Chicago, Il, 60637",[ 41.78589175 -87.59939528]
A person took merchandise from the caf� without paying / Suspect detained by UCPD / Management declined prosecution,Ex. Cleared,Theft,5758 S. Maryland Ave. (DCAM Caf�),5/20/25 11:20 AM,,2025-05-20 11:20:00-05:00,2025-05-20,Spring,25-00606,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186]
Damage on UC owned vehicle documented,Closed,Non-Criminal Damage to Vehicle,850 E. 61st St. (UCPD HQ),5/19/25 8:17 PM,,2025-05-19 20:17:00-05:00,2025-05-19,Spring,25-00605,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
"Four unknown suspects, implying a weapon, took property from two victims walking on the sidewalk off-campus / Responding UCPD officers located and arrested three suspects that are charged with robbery",Arrest,Aggravated Robbery,5701 S. Kimbark Ave. (Public Way),5/19/25 4:25 PM,,2025-05-19 16:35:00-05:00,2025-05-19,Spring,25-00604,"5701 S Kimbark Ave, Chicago, Il, 60637",[ 41.79140786 -87.59476192]
Set of keys found and turned over to UCPD for safekeeping,Closed,Found Property,850 E. 61st St. (UCPD HQ),5/19/25 1:13 PM,,2025-05-19 13:13:00-05:00,2025-05-19,Spring,25-00602,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A parked unoccupied vehicle struck by another vehicle that fled the scene,Open,Traffic Crash / Property Damage / Hit and Run,5840 S. Maryland Ave. (Parking Structure),5/19/24 12:52 PM to 1:15 PM,,2025-05-19 12:54:00-05:00,2025-05-19,Spring,25-00603,"5840 South Maryland Avenue, Chicago, Il 60637-1462",[ 41.7888784 -87.6050902]
Two acquaintances involved in a physical altercation / Peace restored,Closed,Battery,1126 E. Midway Plaisance (Public Way),5/19/25 11:16 AM,,2025-05-19 11:17:00-05:00,2025-05-19,Spring,25-00601,"1126 East Midway Plaisance, Chicago, Il 60637",[ 41.7871959 -87.5992542]
Unknown suspect activated pull station fire alarm and fled on a bicycle,Closed,Public Peace Violation,6054 S. Drexel Ave. (Parking Structure),5/18/25 8:56 PM,,2025-05-18 20:57:00-05:00,2025-05-18,Spring,25-00600,"6054 S Drexel Ave, Chicago, Il, 60637",[ 41.78512632 -87.60448923]
Cell phone taken from unattended bag,Open,Theft,970 E. 58th St.,5/18/25 1:00 PM to 3:00 PM,,2025-05-18 16:54:00-05:00,2025-05-18,Spring,25-00599,"970 E 58th St, Chicago, Il, 60637",[ 41.78958567 -87.60476366]
Unknown suspect(s) discharged a handgun shattering the glass entrance door of the off-campus gas station / CPD case JJ259773,CPD,Information / Damage to Property / Shot Fired,5038 S. Cornell Ave. (BP Gas Station),5/18/25 2:47 PM,,2025-05-18 14:47:00-05:00,2025-05-18,Spring,2025-021444,"5038 S Cornell Ave, Chicago, Il, 60615",[ 41.80392852 -87.5865489 ]
Front fender of parked car damaged on the street off-campus / Referred to CPD,Referred,Information / Criminal Damage to Vehicle,5035 S. East End Ave. (Public Way),5/17/25 to 5/18/25 5:00 PM to 2:20 PM,,2025-05-18 14:36:00-05:00,2025-05-18,Spring,2025-021443,"5035 S East End Ave, Chicago, Il, 60615",[ 41.80312247 -87.58534953]
Window shattered in a 2016 Chevy Impala parked on the street off-campus / Referred to CPD,Referred,Information / Criminal Damage to Vehicle,5200 S. Greenwood Ave. (Public Way),5/18/25 3:00 AM to 12:05 PM,,2025-05-18 12:13:00-05:00,2025-05-18,Spring,2025-021433,"5200 S Greenwood Ave, Chicago, Il, 60615",[ 41.8008302  -87.59984673]
Window smashed in Ford SUV parked on the street off-campus / CPD case JJ259377,CPD,Information / Criminal Damage to Vehicle,821 E. 49th St. (Public Way),5/17/25 to 5/18/25 7:45 PM to 8:00 AM,,2025-05-18 08:10:00-05:00,2025-05-18,Spring,2025-021419,"821 E 49th St, Chicago, Il, 60615",[ 41.80585286 -87.60527463]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,1005 E. 60th St. (Burton-Judson RH),5/18/25 2:50 AM,,2025-05-18 02:50:00-05:00,2025-05-18,Spring,25-00597,"1005 E 60th St, Chicago, Il, 60637",[ 41.78587286 -87.60105339]
An underage person became Ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,1156 E. 61st St. (S. Woodlawn Ave. R.C.),5/18/25 1:55 AM,,2025-05-18 01:55:00-05:00,2025-05-18,Spring,25-00598,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
A person walking on the sidewalk was struck by a paintball,Open,Battery,5932 S. Woodlawn Ave. (Public Way),5/17/25 11:07 PM,,2025-05-17 23:14:00-05:00,2025-05-17,Spring,25-00596,"5932 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78567317 -87.59640138]
"A parked, unattended vehicle was struck by another vehicle that fled the scene",Open,Traffic Crash / Property Damage / Hit and Run,1110 E. 55th St. (Public Way),5/17/25 9:30 AM to 10:15 PM,,2025-05-17 22:19:00-05:00,2025-05-17,Spring,25-00595,"1110 E 55th St, Chicago, Il, 60615",[ 41.795096   -87.59927861]
A person struck a private security officer / Victim declined prosecution,Ex. Cleared,Battery,5615 S. University Ave.,5/17/25 3:12 PM,,2025-05-17 15:17:00-05:00,2025-05-17,Spring,25-00594,"5615 S University Ave, Chicago, Il, 60637",[ 41.7929476  -87.59803492]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,5640 S. University Ave. (Bartlett Commons),5/17/25 2:46 PM,,2025-05-17 14:46:00-05:00,2025-05-17,Spring,25-00593,"5640 S University Ave, Chicago, Il, 60637",[ 41.79249355 -87.59817745]
A UC owned vehicle was involved in traffic crash / No injuries reported,Closed,Traffic Crash / Property Damage,5477 S. Blackstone Ave. (Public Way),5/17/25 1:31 PM,,2025-05-17 13:31:00-05:00,2025-05-17,Spring,25-00592,"5477 S Blackstone Ave, Chicago, Il, 60615",[ 41.7961481  -87.59028396]
A UC owned vehicle was involved in traffic crash / No injuries reported,Closed,Traffic Crash / Property Damage,821 E. 56th St. (Public Way),5/17/25 8:35 AM,,2025-05-17 09:15:00-05:00,2025-05-17,Spring,25-00591,"821 E 56th St, Chicago, Il, 60637",[ 41.79312177 -87.60425642]
A subject was transported to UCMED by CFD EMS for evaluation,Closed,Medical Transport,6100 S. Woodlawn Ave. (Public Way),5/17/25 8:44 AM,,2025-05-17 08:44:00-05:00,2025-05-17,Spring,25-00590,"6100 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78410781 -87.59636316]
Yamaha audio mixer taken from 3rd floor theater,Open,Theft,1212 E. 59th St. (Ida Noyes),5/9/25 to 5/10/25 6:00 PM to 8:00 AM,,2025-05-17 08:18:00-05:00,2025-05-17,Spring,25-00589,"1212 E 59th St, Chicago, Il, 60637",[ 41.78786653 -87.59611988]
"Four unknown suspects, one armed with a handgun, took property from a victim walking in the park off-campus / Referred to CPD",Referred,Information / Armed Robbery,5460 S. Greenwood Ave. (Stout Park),5/16/25 9:25 PM,,2025-05-16 21:37:00-05:00,2025-05-16,Spring,25-00588,"5460 S Greenwood Ave, Chicago, Il, 60615",[ 41.79573919 -87.59973396]
Staff member injured during training / Declined medical attention,Closed,Accidental Injury,5505 S. Ellis Ave. (Parking Structure),5/16/25 1:00 PM,,2025-05-16 19:00:00-05:00,2025-05-16,Spring,25-00587,"5505 S Ellis Ave, Chicago, Il, 60637",[ 41.79489169 -87.60128906]
An unknown suspect took tools from a worker's van parked on the street off-campus / Referred to CPD,Referred,Information / Theft,4820 S. Kimbark Ave. (Public Way),5/16/25 2:00 PM,,2025-05-16 14:03:00-05:00,2025-05-16,Spring,2025-021147,"4820 S Kimbark Ave, Chicago, Il, 60615",[ 41.8074379  -87.59524816]
